risk_score,clv_eur,expected_value_eur,is_churn,tenure_band,active_days_30d,days_since_last_play
0.3101,4.8805,1.5133,1,01 0-3 months,15,1.0
0.7903,7.4219,5.8652,0,05 2+ years,11,2.0
0.2589,4.8805,1.2637,1,05 2+ years,11,1.0
0.1632,4.8805,0.7967,1,05 2+ years,28,1.0
0.1457,4.8805,0.7111,0,05 2+ years,29,1.0
0.2015,4.8805,0.9833,0,04 1-2 years,26,1.0
0.504,4.8805,2.4597,1,05 2+ years,23,2.0
0.2772,4.8805,1.3528,1,01 0-3 months,24,1.0
0.4041,4.8805,1.9724,0,05 2+ years,13,1.0
0.9556,7.4219,7.0924,1,05 2+ years,20,1.0
0.8692,7.4219,6.4512,1,05 2+ years,24,1.0
0.779,16.6348,12.9579,1,05 2+ years,16,1.0
0.4714,4.8805,2.3004,0,01 0-3 months,16,2.0
0.212,4.8805,1.0345,0,05 2+ years,27,1.0
0.3266,4.8805,1.5939,1,05 2+ years,30,1.0
0.8319,7.4219,6.1745,1,05 2+ years,23,1.0
0.1303,4.8805,0.6361,1,05 2+ years,30,1.0
0.4489,4.8805,2.1907,0,05 2+ years,24,2.0
0.3004,4.8805,1.4663,0,01 0-3 months,20,1.0
0.2229,4.8805,1.0877,0,04 1-2 years,12,2.0
0.4027,4.8805,1.9652,1,04 1-2 years,30,1.0
0.1384,4.8805,0.6754,0,05 2+ years,29,1.0
0.9402,7.4219,6.9782,1,03 6-12 months,12,3.0
0.8409,7.4219,6.2414,1,03 6-12 months,18,3.0
0.2611,4.8805,1.2743,0,02 3-6 months,17,3.0
0.7896,3.5253,2.7836,0,04 1-2 years,13,1.0
0.3137,4.8805,1.5309,1,04 1-2 years,15,2.0
0.8181,16.6348,13.6087,1,04 1-2 years,26,2.0
0.1586,4.8805,0.7739,0,04 1-2 years,26,2.0
0.1369,4.8805,0.6681,1,04 1-2 years,22,1.0
0.2559,4.8805,1.2487,0,04 1-2 years,22,1.0
0.8208,3.5253,2.8936,1,02 3-6 months,16,1.0
0.2644,4.8805,1.2904,0,04 1-2 years,17,2.0
0.5204,4.8805,2.5398,1,02 3-6 months,23,3.0
0.2339,4.8805,1.1415,0,04 1-2 years,11,1.0
0.8379,16.6348,13.9377,1,04 1-2 years,25,1.0
0.7865,7.4219,5.8377,0,05 2+ years,30,1.0
0.1408,4.8805,0.6871,0,05 2+ years,29,1.0
0.4686,4.8805,2.287,1,05 2+ years,24,1.0
0.1752,4.8805,0.8549,0,05 2+ years,21,1.0
0.859,7.4219,6.3756,1,05 2+ years,17,1.0
0.8075,3.5253,2.8465,1,04 1-2 years,7,3.0
0.2255,4.8805,1.1006,0,04 1-2 years,13,2.0
0.3636,4.8805,1.7748,0,05 2+ years,16,2.0
0.34,4.8805,1.6592,1,05 2+ years,28,1.0
0.1832,4.8805,0.8943,0,05 2+ years,26,1.0
0.2959,4.8805,1.4444,0,03 6-12 months,5,1.0
0.5415,3.5253,1.9089,1,05 2+ years,13,4.0
0.2392,4.8805,1.1673,0,05 2+ years,29,1.0
0.1548,4.8805,0.7555,0,05 2+ years,26,1.0
0.3427,4.8805,1.6723,0,04 1-2 years,20,1.0
0.2352,4.8805,1.1477,0,04 1-2 years,29,1.0
0.3382,4.8805,1.6504,0,05 2+ years,19,1.0
0.564,4.8805,2.7525,0,04 1-2 years,10,7.0
0.8437,16.6348,14.0354,1,05 2+ years,28,1.0
0.2201,4.8805,1.0741,1,05 2+ years,21,1.0
0.4826,7.4219,3.5818,0,05 2+ years,24,1.0
0.1516,4.8805,0.7401,1,05 2+ years,21,1.0
0.7186,4.8805,3.5073,1,05 2+ years,7,13.0
0.7468,7.4219,5.5423,1,04 1-2 years,28,1.0
0.091,4.8805,0.4443,0,04 1-2 years,30,1.0
0.4197,4.8805,2.0485,0,03 6-12 months,15,9.0
0.4646,3.5253,1.6379,1,03 6-12 months,25,1.0
0.8934,16.6348,14.8623,1,05 2+ years,6,1.0
0.1887,4.8805,0.9209,1,05 2+ years,25,1.0
0.224,4.8805,1.0932,1,05 2+ years,28,1.0
0.1671,4.8805,0.8154,0,05 2+ years,29,1.0
0.1901,4.8805,0.9277,0,05 2+ years,21,3.0
0.3554,4.8805,1.7346,0,05 2+ years,30,1.0
0.5144,4.8805,2.5104,0,05 2+ years,22,1.0
0.1324,4.8805,0.6463,1,03 6-12 months,22,2.0
0.4143,4.8805,2.022,1,04 1-2 years,14,4.0
0.2085,4.8805,1.0177,0,05 2+ years,27,1.0
0.2822,4.8805,1.3775,0,05 2+ years,28,1.0
0.8509,16.6348,14.1545,0,05 2+ years,30,1.0
0.2566,4.8805,1.2523,0,05 2+ years,29,1.0
0.2351,4.8805,1.1476,0,05 2+ years,13,2.0
0.3924,4.8805,1.915,0,01 0-3 months,9,4.0
0.1544,4.8805,0.7538,0,04 1-2 years,27,2.0
0.8549,3.5253,3.0139,1,02 3-6 months,21,1.0
0.1224,4.8805,0.5972,0,04 1-2 years,30,1.0
0.2395,4.8805,1.1691,0,02 3-6 months,19,1.0
0.2136,4.8805,1.0423,0,02 3-6 months,19,3.0
0.2024,4.8805,0.9877,1,01 0-3 months,28,1.0
0.7826,16.6348,13.019,1,05 2+ years,29,1.0
0.1722,4.8805,0.8405,1,05 2+ years,25,1.0
0.1584,4.8805,0.773,0,05 2+ years,30,1.0
0.455,4.8805,2.2208,0,01 0-3 months,13,8.0
0.2311,4.8805,1.1281,1,04 1-2 years,30,1.0
0.8132,16.6348,13.5282,0,04 1-2 years,30,1.0
0.2416,4.8805,1.1789,0,05 2+ years,17,1.0
0.8252,3.5253,2.9091,1,04 1-2 years,26,1.0
0.3699,4.8805,1.8053,0,05 2+ years,1,5.0
0.1421,4.8805,0.6936,0,05 2+ years,28,1.0
0.8137,16.6348,13.5365,1,04 1-2 years,4,5.0
0.5805,4.8805,2.8329,0,05 2+ years,5,19.0
0.155,4.8805,0.7566,0,04 1-2 years,29,1.0
0.3162,4.8805,1.543,1,05 2+ years,16,2.0
0.2369,4.8805,1.1563,0,05 2+ years,10,1.0
0.1333,4.8805,0.6505,0,05 2+ years,29,1.0
0.3759,4.8805,1.8345,0,05 2+ years,27,1.0
0.2036,4.8805,0.9936,0,04 1-2 years,24,1.0
0.173,4.8805,0.8443,0,02 3-6 months,26,1.0
0.8454,16.6348,14.0627,1,05 2+ years,18,3.0
0.8362,3.5253,2.9477,1,03 6-12 months,30,1.0
0.3741,4.8805,1.8258,0,05 2+ years,15,2.0
0.2101,4.8805,1.0256,0,05 2+ years,15,1.0
0.1928,4.8805,0.9412,0,03 6-12 months,11,3.0
0.5004,3.5253,1.7642,1,03 6-12 months,6,1.0
0.1681,4.8805,0.8203,0,05 2+ years,24,2.0
0.1837,4.8805,0.8966,0,05 2+ years,27,1.0
0.2175,4.8805,1.0615,1,05 2+ years,27,1.0
0.4241,4.8805,2.0698,1,05 2+ years,9,1.0
0.2563,4.8805,1.251,1,05 2+ years,29,1.0
0.2343,4.8805,1.1437,0,05 2+ years,29,1.0
0.2522,4.8805,1.2306,0,05 2+ years,23,1.0
0.8734,7.4219,6.4825,1,05 2+ years,22,1.0
0.148,4.8805,0.7224,0,04 1-2 years,27,1.0
0.2786,4.8805,1.3598,0,05 2+ years,27,1.0
0.1246,4.8805,0.6079,0,05 2+ years,30,1.0
0.2244,4.8805,1.0951,1,05 2+ years,27,1.0
0.1706,4.8805,0.8329,0,05 2+ years,29,1.0
0.2327,4.8805,1.1355,1,01 0-3 months,29,1.0
0.1423,4.8805,0.6944,0,05 2+ years,30,1.0
0.1699,4.8805,0.8293,0,04 1-2 years,25,1.0
0.9686,7.4219,7.1891,0,05 2+ years,0,
0.1955,4.8805,0.9542,0,05 2+ years,20,1.0
0.1752,4.8805,0.8548,1,04 1-2 years,23,1.0
0.1494,4.8805,0.7291,0,04 1-2 years,30,1.0
0.8311,3.5253,2.9298,1,01 0-3 months,12,2.0
0.3312,4.8805,1.6166,1,05 2+ years,30,1.0
0.6329,4.8805,3.089,1,01 0-3 months,8,4.0
0.5518,4.8805,2.6929,1,02 3-6 months,11,5.0
0.254,4.8805,1.2398,0,05 2+ years,25,1.0
0.238,4.8805,1.1614,0,01 0-3 months,30,1.0
0.9051,16.6348,15.0569,1,05 2+ years,15,2.0
0.786,4.8805,3.8359,1,05 2+ years,18,2.0
0.3513,4.8805,1.7144,1,05 2+ years,29,1.0
0.1718,4.8805,0.8383,0,04 1-2 years,16,1.0
0.2057,4.8805,1.004,0,03 6-12 months,30,1.0
0.1557,4.8805,0.7598,0,03 6-12 months,27,1.0
0.3452,4.8805,1.6846,0,04 1-2 years,15,1.0
0.8277,3.5253,2.918,1,04 1-2 years,8,2.0
0.9756,16.6348,16.2283,1,04 1-2 years,0,
0.619,7.4219,4.5938,1,05 2+ years,3,6.0
0.5116,4.8805,2.4967,1,03 6-12 months,21,4.0
0.8831,7.4219,6.5544,1,04 1-2 years,13,7.0
0.968,16.6348,16.1024,1,05 2+ years,0,
0.8744,16.6348,14.5454,1,05 2+ years,22,2.0
0.8612,7.4219,6.3921,1,04 1-2 years,17,1.0
0.5925,3.5253,2.0888,1,05 2+ years,27,1.0
0.1621,4.8805,0.7913,0,04 1-2 years,23,1.0
0.2086,4.8805,1.0179,1,04 1-2 years,17,3.0
0.1472,4.8805,0.7184,0,03 6-12 months,6,2.0
0.9008,16.6348,14.985,1,05 2+ years,25,1.0
0.2823,4.8805,1.3778,0,05 2+ years,30,1.0
0.2632,4.8805,1.2847,1,03 6-12 months,17,4.0
0.9694,7.4219,7.1945,1,03 6-12 months,0,
0.1743,4.8805,0.8506,0,05 2+ years,29,1.0
0.8921,7.4219,6.6207,1,05 2+ years,9,10.0
0.6704,16.6348,11.1522,0,05 2+ years,13,1.0
0.2554,4.8805,1.2463,0,03 6-12 months,25,1.0
0.174,4.8805,0.849,0,05 2+ years,29,1.0
0.9126,7.4219,6.7736,0,05 2+ years,19,1.0
0.2486,4.8805,1.2133,0,05 2+ years,23,1.0
0.8665,3.5253,3.0547,1,01 0-3 months,5,1.0
0.2919,4.8805,1.4246,0,04 1-2 years,9,5.0
0.4147,4.8805,2.0241,1,05 2+ years,14,2.0
0.7583,4.8805,3.7008,0,02 3-6 months,4,8.0
0.8113,16.6348,13.4962,1,05 2+ years,2,26.0
0.2818,4.8805,1.3752,0,04 1-2 years,16,2.0
0.2654,4.8805,1.2951,0,04 1-2 years,17,8.0
0.1351,4.8805,0.6595,0,05 2+ years,30,1.0
0.9601,7.4219,7.126,1,05 2+ years,26,1.0
0.4231,4.8805,2.0651,0,04 1-2 years,24,1.0
0.1414,4.8805,0.6901,0,03 6-12 months,12,1.0
0.7689,16.6348,12.7907,0,04 1-2 years,19,1.0
0.8768,16.6348,14.586,1,05 2+ years,27,1.0
0.9342,3.5253,3.2934,1,05 2+ years,3,5.0
0.8722,7.4219,6.4735,1,05 2+ years,15,3.0
0.2157,4.8805,1.0526,0,04 1-2 years,29,1.0
0.1771,4.8805,0.8642,0,04 1-2 years,24,1.0
0.4583,4.8805,2.2368,1,04 1-2 years,21,2.0
0.3086,4.8805,1.5061,1,04 1-2 years,28,1.0
0.1237,4.8805,0.6038,0,05 2+ years,26,1.0
0.5287,7.4219,3.9241,1,05 2+ years,27,1.0
0.6127,4.8805,2.9905,1,03 6-12 months,16,14.0
0.1694,4.8805,0.8266,1,04 1-2 years,28,1.0
0.3447,4.8805,1.6825,1,02 3-6 months,18,1.0
0.1237,4.8805,0.6035,0,04 1-2 years,30,1.0
0.2334,4.8805,1.1391,0,01 0-3 months,26,1.0
0.2722,4.8805,1.3284,1,05 2+ years,3,10.0
0.5474,4.8805,2.6716,0,02 3-6 months,10,4.0
0.139,4.8805,0.6784,0,05 2+ years,29,1.0
0.4066,4.8805,1.9846,1,05 2+ years,25,1.0
0.8106,7.4219,6.0159,1,04 1-2 years,18,1.0
0.817,0.048,0.0392,1,05 2+ years,29,1.0
0.8765,7.4219,6.5053,0,05 2+ years,3,11.0
0.9572,7.4219,7.1042,1,05 2+ years,8,1.0
0.8514,16.6348,14.1635,1,05 2+ years,30,1.0
0.3293,4.8805,1.6071,0,05 2+ years,30,1.0
0.1451,4.8805,0.7083,0,03 6-12 months,30,1.0
0.8267,3.5253,2.9145,1,05 2+ years,9,1.0
0.1391,4.8805,0.679,0,04 1-2 years,27,1.0
0.4188,4.8805,2.0438,0,05 2+ years,24,1.0
0.1854,4.8805,0.9047,1,02 3-6 months,27,1.0
0.3757,4.8805,1.8337,0,05 2+ years,15,1.0
0.1606,4.8805,0.7836,1,05 2+ years,19,1.0
0.218,4.8805,1.0637,0,04 1-2 years,19,1.0
0.3122,4.8805,1.5238,1,05 2+ years,22,2.0
0.1527,4.8805,0.745,0,05 2+ years,30,1.0
0.1923,4.8805,0.9387,1,04 1-2 years,15,1.0
0.1175,4.8805,0.5736,0,05 2+ years,30,1.0
0.9441,7.4219,7.0066,1,05 2+ years,13,2.0
0.189,4.8805,0.9224,0,05 2+ years,25,2.0
0.1568,4.8805,0.7652,0,05 2+ years,29,1.0
0.4241,4.8805,2.0697,0,02 3-6 months,23,1.0
0.1625,4.8805,0.7931,1,05 2+ years,23,1.0
0.3363,4.8805,1.6411,1,05 2+ years,23,1.0
0.3135,4.8805,1.5299,1,02 3-6 months,19,2.0
0.3702,4.8805,1.8067,0,05 2+ years,12,1.0
0.2233,4.8805,1.0898,0,05 2+ years,17,1.0
0.3263,4.8805,1.5924,0,01 0-3 months,18,3.0
0.1795,4.8805,0.8761,0,03 6-12 months,21,1.0
0.3778,4.8805,1.8436,1,01 0-3 months,27,1.0
0.1079,4.8805,0.5268,0,05 2+ years,30,1.0
0.9597,7.4219,7.1226,1,05 2+ years,7,8.0
0.3638,4.8805,1.7754,0,01 0-3 months,16,1.0
0.2731,4.8805,1.3328,0,04 1-2 years,27,1.0
0.9089,16.6348,15.1191,0,05 2+ years,22,1.0
0.9381,7.4219,6.9624,1,05 2+ years,29,1.0
0.1628,4.8805,0.7947,0,03 6-12 months,27,1.0
0.153,4.8805,0.7467,0,05 2+ years,29,1.0
0.5992,4.8805,2.9243,1,05 2+ years,8,7.0
0.1557,4.8805,0.7599,0,05 2+ years,30,1.0
0.4802,4.8805,2.3438,0,02 3-6 months,12,3.0
0.2746,4.8805,1.3402,1,04 1-2 years,30,1.0
0.257,4.8805,1.2545,0,05 2+ years,16,2.0
0.3006,4.8805,1.4671,0,03 6-12 months,21,1.0
0.354,4.8805,1.7275,1,01 0-3 months,14,3.0
0.2945,4.8805,1.4374,0,05 2+ years,27,1.0
0.6796,4.8805,3.3166,1,05 2+ years,23,3.0
0.2827,4.8805,1.3799,0,05 2+ years,18,1.0
0.5421,4.8805,2.6455,0,01 0-3 months,22,1.0
0.3014,4.8805,1.471,0,03 6-12 months,23,1.0
0.332,4.8805,1.6205,1,03 6-12 months,12,2.0
0.9011,16.6348,14.9902,0,05 2+ years,22,3.0
0.2753,4.8805,1.3438,0,05 2+ years,7,1.0
0.1392,4.8805,0.6794,1,05 2+ years,23,1.0
0.8372,7.4219,6.2133,1,04 1-2 years,28,1.0
0.1654,4.8805,0.8075,0,05 2+ years,25,1.0
0.1971,4.8805,0.9619,1,05 2+ years,23,1.0
0.2563,4.8805,1.251,0,05 2+ years,16,1.0
0.2124,4.8805,1.0369,1,05 2+ years,28,1.0
0.2935,4.8805,1.4327,1,02 3-6 months,19,3.0
0.8557,16.6348,14.2342,1,05 2+ years,18,6.0
0.8751,16.6348,14.5566,1,04 1-2 years,24,1.0
0.9521,16.6348,15.8373,1,05 2+ years,3,1.0
0.2005,4.8805,0.9786,0,01 0-3 months,28,1.0
0.4565,4.8805,2.228,1,04 1-2 years,21,3.0
0.199,4.8805,0.971,0,04 1-2 years,29,1.0
0.1799,4.8805,0.8779,0,04 1-2 years,30,1.0
0.2328,4.8805,1.1362,0,03 6-12 months,19,2.0
0.2486,4.8805,1.2131,0,01 0-3 months,27,1.0
0.8112,7.4219,6.0205,1,05 2+ years,15,1.0
0.8986,16.6348,14.9485,1,05 2+ years,20,4.0
0.1656,4.8805,0.8084,0,04 1-2 years,23,1.0
0.2343,4.8805,1.1436,1,05 2+ years,18,4.0
0.3139,4.8805,1.532,0,05 2+ years,30,1.0
0.3742,4.8805,1.8262,1,01 0-3 months,16,1.0
0.9596,7.4219,7.1223,1,05 2+ years,10,1.0
0.1947,4.8805,0.9502,1,05 2+ years,25,1.0
0.1657,4.8805,0.8086,0,04 1-2 years,27,1.0
0.2801,4.8805,1.3669,1,05 2+ years,18,1.0
0.2618,4.8805,1.2779,0,05 2+ years,30,1.0
0.2292,4.8805,1.1184,0,04 1-2 years,26,2.0
0.1535,4.8805,0.7492,0,05 2+ years,26,1.0
0.413,4.8805,2.0158,0,05 2+ years,26,1.0
0.2207,4.8805,1.0773,0,05 2+ years,19,2.0
0.4675,4.8805,2.2814,0,04 1-2 years,5,10.0
0.2118,4.8805,1.0339,1,04 1-2 years,30,1.0
0.1595,4.8805,0.7786,0,05 2+ years,28,1.0
0.6296,4.8805,3.0728,1,04 1-2 years,28,2.0
0.185,4.8805,0.9027,0,05 2+ years,27,1.0
0.8924,16.6348,14.8453,1,05 2+ years,24,1.0
0.206,4.8805,1.0053,0,01 0-3 months,23,1.0
0.2337,4.8805,1.1407,0,04 1-2 years,12,2.0
0.2564,4.8805,1.2512,0,04 1-2 years,9,1.0
0.2397,4.8805,1.17,1,03 6-12 months,17,1.0
0.7998,7.4219,5.9361,1,03 6-12 months,22,1.0
0.416,4.8805,2.0304,0,02 3-6 months,19,2.0
0.1609,4.8805,0.7854,0,05 2+ years,29,1.0
0.1799,4.8805,0.8778,0,03 6-12 months,21,1.0
0.1902,4.8805,0.9282,0,05 2+ years,19,1.0
0.192,4.8805,0.937,0,05 2+ years,29,1.0
0.8591,16.6348,14.2902,1,05 2+ years,27,1.0
0.8725,16.6348,14.514,1,05 2+ years,10,3.0
0.1366,4.8805,0.6668,0,05 2+ years,29,1.0
0.8078,7.4219,5.9956,0,04 1-2 years,18,1.0
0.2099,4.8805,1.0242,0,05 2+ years,27,1.0
0.3465,4.8805,1.691,1,05 2+ years,18,2.0
0.3113,4.8805,1.5191,1,04 1-2 years,12,5.0
0.8783,16.6348,14.6102,1,05 2+ years,29,2.0
0.171,4.8805,0.8344,0,03 6-12 months,27,1.0
0.1936,4.8805,0.945,1,02 3-6 months,21,1.0
0.1776,4.8805,0.8667,0,05 2+ years,18,2.0
0.2816,4.8805,1.3743,0,01 0-3 months,30,1.0
0.2255,4.8805,1.1007,0,03 6-12 months,23,2.0
0.8313,16.6348,13.828,1,05 2+ years,21,2.0
0.2487,4.8805,1.214,0,03 6-12 months,21,1.0
0.3779,4.8805,1.8445,1,02 3-6 months,22,1.0
0.2121,4.8805,1.0354,1,05 2+ years,28,1.0
0.1614,4.8805,0.7877,0,03 6-12 months,30,1.0
0.1895,4.8805,0.9249,1,03 6-12 months,26,3.0
0.1593,4.8805,0.7777,0,05 2+ years,25,1.0
0.8274,7.4219,6.1408,1,05 2+ years,23,1.0
0.2116,4.8805,1.0329,0,02 3-6 months,29,1.0
0.1569,4.8805,0.766,0,05 2+ years,19,2.0
0.5935,4.8805,2.8965,1,04 1-2 years,5,8.0
0.1627,4.8805,0.7942,0,04 1-2 years,26,1.0
0.1099,4.8805,0.5363,0,05 2+ years,30,1.0
0.1341,4.8805,0.6547,0,03 6-12 months,29,1.0
0.1583,4.8805,0.7725,0,05 2+ years,25,1.0
0.723,4.8805,3.5284,0,01 0-3 months,8,9.0
0.258,4.8805,1.2593,0,05 2+ years,28,1.0
0.1195,4.8805,0.5834,0,05 2+ years,29,1.0
0.859,7.4219,6.3753,1,05 2+ years,18,1.0
0.5325,3.5253,1.8774,1,04 1-2 years,22,1.0
0.4681,4.8805,2.2848,0,05 2+ years,10,3.0
0.8967,7.4219,6.6556,1,03 6-12 months,26,2.0
0.4586,4.8805,2.2384,0,04 1-2 years,8,13.0
0.1448,4.8805,0.7065,0,04 1-2 years,26,1.0
0.2423,4.8805,1.1827,0,05 2+ years,23,1.0
0.1801,4.8805,0.879,0,03 6-12 months,30,1.0
0.1758,4.8805,0.8582,0,05 2+ years,30,1.0
0.6618,4.8805,3.2301,1,04 1-2 years,11,14.0
0.1551,4.8805,0.7569,1,04 1-2 years,28,1.0
0.124,4.8805,0.6054,0,04 1-2 years,29,1.0
0.1781,4.8805,0.8692,0,05 2+ years,16,1.0
0.5847,4.8805,2.8537,1,04 1-2 years,9,10.0
0.4085,4.8805,1.9937,1,01 0-3 months,27,1.0
0.1734,4.8805,0.8461,0,04 1-2 years,29,1.0
0.4564,4.8805,2.2275,0,03 6-12 months,23,1.0
0.374,4.8805,1.8252,1,05 2+ years,11,1.0
0.163,4.8805,0.7955,0,04 1-2 years,28,1.0
0.469,4.8805,2.289,1,04 1-2 years,23,1.0
0.2806,4.8805,1.3696,0,04 1-2 years,21,2.0
0.5493,4.8805,2.6809,1,05 2+ years,12,4.0
0.1542,4.8805,0.7524,0,05 2+ years,29,1.0
0.1743,4.8805,0.8504,0,05 2+ years,19,1.0
0.3101,4.8805,1.5137,1,05 2+ years,17,2.0
0.7222,3.5253,2.5459,1,05 2+ years,3,2.0
0.9457,7.4219,7.0191,1,05 2+ years,26,1.0
0.1352,4.8805,0.6599,0,04 1-2 years,25,1.0
0.55,4.8805,2.6842,0,03 6-12 months,25,1.0
0.2338,4.8805,1.1409,0,05 2+ years,27,1.0
0.1741,4.8805,0.8499,0,04 1-2 years,29,2.0
0.2717,4.8805,1.3261,0,05 2+ years,6,2.0
0.1981,4.8805,0.9669,0,05 2+ years,29,1.0
0.4189,4.8805,2.0443,0,03 6-12 months,30,1.0
0.2902,4.8805,1.4164,0,05 2+ years,14,2.0
0.1774,4.8805,0.866,0,05 2+ years,28,1.0
0.2711,4.8805,1.3229,0,05 2+ years,13,1.0
0.3624,4.8805,1.7688,0,05 2+ years,25,1.0
0.2515,4.8805,1.2274,0,04 1-2 years,28,1.0
0.7951,16.6348,13.2267,1,05 2+ years,3,1.0
0.2947,4.8805,1.4383,1,05 2+ years,21,1.0
0.1763,4.8805,0.8603,1,05 2+ years,29,1.0
0.2969,4.8805,1.449,0,05 2+ years,21,1.0
0.8488,4.8805,4.1427,0,04 1-2 years,8,17.0
0.2919,4.8805,1.4247,1,03 6-12 months,14,2.0
0.185,4.8805,0.9029,1,04 1-2 years,28,1.0
0.2573,4.8805,1.2559,0,03 6-12 months,28,1.0
0.4814,4.8805,2.3493,0,05 2+ years,27,1.0
0.8674,16.6348,14.4289,1,04 1-2 years,13,1.0
0.2069,4.8805,1.0095,0,05 2+ years,27,1.0
0.5035,4.8805,2.4576,0,05 2+ years,7,6.0
0.116,4.8805,0.566,0,05 2+ years,29,1.0
0.1678,4.8805,0.8189,0,04 1-2 years,29,1.0
0.2073,4.8805,1.0116,0,03 6-12 months,22,2.0
0.1578,4.8805,0.7702,0,04 1-2 years,27,1.0
0.2066,4.8805,1.0082,0,05 2+ years,26,1.0
0.3173,4.8805,1.5485,0,05 2+ years,19,2.0
0.1717,4.8805,0.8378,1,05 2+ years,30,1.0
0.7148,7.4219,5.3055,1,04 1-2 years,22,1.0
0.2457,4.8805,1.199,0,01 0-3 months,28,1.0
0.3543,4.8805,1.7292,0,05 2+ years,7,3.0
0.2418,4.8805,1.1799,0,05 2+ years,30,1.0
0.1695,4.8805,0.8273,0,05 2+ years,29,1.0
0.1904,4.8805,0.9295,0,05 2+ years,28,2.0
0.4845,4.8805,2.3648,0,02 3-6 months,25,1.0
0.8728,16.6348,14.5185,1,05 2+ years,14,1.0
0.3682,4.8805,1.7972,0,04 1-2 years,23,2.0
0.2765,4.8805,1.3495,0,04 1-2 years,22,3.0
0.1336,4.8805,0.6521,1,05 2+ years,26,1.0
0.2847,4.8805,1.3892,0,04 1-2 years,30,1.0
0.2183,4.8805,1.0655,0,05 2+ years,14,1.0
0.8567,16.6348,14.2511,1,05 2+ years,17,1.0
0.1544,4.8805,0.7534,0,05 2+ years,17,1.0
0.8587,3.5253,3.0273,1,04 1-2 years,22,1.0
0.2907,4.8805,1.4189,0,01 0-3 months,27,1.0
0.244,4.8805,1.191,0,05 2+ years,18,2.0
0.4454,4.8805,2.1736,0,04 1-2 years,9,1.0
0.1691,4.8805,0.8255,0,03 6-12 months,22,1.0
0.1591,4.8805,0.7767,1,05 2+ years,21,1.0
0.1661,4.8805,0.8108,1,04 1-2 years,27,1.0
0.3398,4.8805,1.6586,0,05 2+ years,20,2.0
0.9132,0.048,0.0438,1,01 0-3 months,0,
0.1731,4.8805,0.845,0,05 2+ years,22,3.0
0.1195,4.8805,0.5834,0,04 1-2 years,29,1.0
0.1537,4.8805,0.7501,0,05 2+ years,30,1.0
0.201,4.8805,0.9809,0,05 2+ years,25,1.0
0.5302,4.8805,2.5877,0,05 2+ years,1,30.0
0.9382,7.4219,6.9632,1,04 1-2 years,21,1.0
0.892,7.4219,6.6201,0,03 6-12 months,26,1.0
0.2452,4.8805,1.1969,0,02 3-6 months,20,1.0
0.1169,4.8805,0.5705,0,05 2+ years,27,1.0
0.9559,7.4219,7.0948,1,05 2+ years,21,1.0
0.1229,4.8805,0.5999,0,05 2+ years,26,1.0
0.1668,4.8805,0.8141,0,04 1-2 years,29,1.0
0.243,4.8805,1.186,0,05 2+ years,7,1.0
0.873,16.6348,14.5218,1,05 2+ years,5,2.0
0.5422,3.5253,1.9115,1,04 1-2 years,25,1.0
0.1852,4.8805,0.9039,0,05 2+ years,17,1.0
0.8006,16.6348,13.318,1,05 2+ years,26,1.0
0.2153,4.8805,1.0508,0,04 1-2 years,23,2.0
0.8116,4.8805,3.9612,1,05 2+ years,1,30.0
0.1781,4.8805,0.8693,0,05 2+ years,28,1.0
0.4629,4.8805,2.259,1,05 2+ years,17,1.0
0.3202,4.8805,1.5627,0,05 2+ years,10,6.0
0.4537,4.8805,2.2143,1,05 2+ years,16,1.0
0.249,4.8805,1.2152,0,02 3-6 months,30,1.0
0.1319,4.8805,0.6437,0,05 2+ years,30,1.0
0.2741,4.8805,1.3377,0,01 0-3 months,30,1.0
0.6988,0.048,0.0335,1,05 2+ years,22,1.0
0.2001,4.8805,0.9766,0,04 1-2 years,26,1.0
0.2191,4.8805,1.0693,0,05 2+ years,21,3.0
0.6978,4.8805,3.4057,1,02 3-6 months,0,
0.4141,4.8805,2.0212,0,05 2+ years,21,1.0
0.9047,4.8805,4.4152,1,04 1-2 years,1,30.0
0.8341,16.6348,13.8753,0,05 2+ years,22,3.0
0.3984,4.8805,1.9446,1,03 6-12 months,29,1.0
0.6077,3.5253,2.1423,0,05 2+ years,15,1.0
0.1507,4.8805,0.7357,0,05 2+ years,28,1.0
0.2033,4.8805,0.9921,0,04 1-2 years,30,1.0
0.8478,7.4219,6.2925,1,04 1-2 years,14,4.0
0.4535,4.8805,2.2133,0,01 0-3 months,27,1.0
0.8439,7.4219,6.2635,1,03 6-12 months,17,1.0
0.2356,4.8805,1.1499,0,05 2+ years,29,1.0
0.2601,4.8805,1.2695,1,03 6-12 months,14,6.0
0.2117,4.8805,1.0333,0,04 1-2 years,29,1.0
0.86,7.4219,6.3826,1,03 6-12 months,30,1.0
0.1411,4.8805,0.6887,0,05 2+ years,25,1.0
0.1504,4.8805,0.7338,0,04 1-2 years,17,1.0
0.8934,16.6348,14.861,1,05 2+ years,15,1.0
0.8684,7.4219,6.445,1,05 2+ years,9,6.0
0.6309,4.8805,3.0789,1,04 1-2 years,10,4.0
0.1962,4.8805,0.9575,0,05 2+ years,29,1.0
0.8092,7.4219,6.0061,1,04 1-2 years,26,1.0
0.2101,4.8805,1.0252,0,05 2+ years,28,2.0
0.2508,4.8805,1.2241,1,03 6-12 months,25,1.0
